road_name,road_type,longitude,latitude
Gengu Reddy Subway,secondary,80.251737,13.0783113
Taramani Link Road,primary,80.2283547,12.9803508
Taramani Link Road,primary_link,80.2525381,12.9795568
Pantheon Road,secondary,80.2627689,13.07472
Gandhi Irwin Road,secondary,80.2600535,13.0764883
Service Road,primary_link,80.1668099,12.9816786
,tertiary,80.238891,13.0323428
West Avenue Road,primary,80.2533327,12.9879629
Sardar Patel Road,primary,80.2231983,13.0114299
,primary_link,80.2038422,13.0094243
Haddows Road,primary,80.2465261,13.0618088
Taluk Office Road,primary,80.2268495,13.0129116
,tertiary,80.2191706,12.905874
Grand Southern Trunk Road,primary,80.1958141,13.0014259
,tertiary,80.235742,12.9401463
OMR Service Road,tertiary,80.2415032,12.9509128
,secondary,80.2401197,13.0309119
,secondary,80.2397529,13.0311984
Thiruvalluvar Road,primary,80.2594411,12.9841207
Elcot SEZ Main road,tertiary,80.2194496,12.9082081
,tertiary_link,80.2194496,12.9082081
Anna Salai (Mount Road),primary,80.262979,13.062124
Anna Salai (Mount Road),primary,80.2657723,13.0644254
Thiru Vi Ka Road,tertiary,80.2577403,13.0577051
,primary_link,80.2595336,12.984273
Whites Road,secondary,80.2635995,13.0578594
Pasumpon Muthuramalingar Thevar Salai,secondary,80.2496656,13.0288813
Pasumpon Muthuramalingar Thevar Salai,secondary,80.2497931,13.0289
Anna Salai (Mount Road),primary,80.2212602,13.012364
Anna Salai (Mount Road),primary,80.2214953,13.0124371
,secondary_link,80.2793323,13.0845727
Frazer Bridge Road,tertiary_link,80.2838377,13.0851331
,primary_link,80.2501241,12.9944672
Arcot Road,primary,80.2114763,13.0498745
Jawaharlal Nehru Road,tertiary,80.2121907,13.0499866
NSK Salai,primary,80.2167055,13.0513071
Nagerkoyil Sudalaimuthu Krishnan (NSK) Salai,primary,80.2134474,13.0500979
Jawaharlal Nehru Road,tertiary,80.2122029,13.0495518
,tertiary,80.2146095,13.0506076
Lakshmanasamy Salai,tertiary,80.2043866,13.0381932
,tertiary,80.2289537,13.0412959
Anna Salai,primary,80.2764982,13.0737818
,primary,80.2500057,12.9099984
East Coast Road,primary,80.2511572,12.9199943
Wallajah Road,secondary,80.283516,13.0641519
Annasalai Street,tertiary,80.2340915,13.0311927
Jawaharlal Nehru Road (100 Feet Road),primary,80.2118795,13.0525097
Vadapalani Flyover,primary,80.2120697,13.0524205
Vadapalani Flyover,primary,80.2120249,13.0519173
Vadapalani Flyover,primary,80.2121734,13.0519341
Jawaharlal Nehru Road,primary,80.2122822,13.0475223
Jawaharlal Nehru Road (100 Feet Road),tertiary,80.2121042,13.0475073
Vadapalani Flyover,primary,80.2122002,13.0482862
Monegar Choultry Road,tertiary,80.2865524,13.105289
Monegar Choultry Road,tertiary,80.2862219,13.1072586
Monegar Choultry Road,tertiary,80.2862876,13.1075551
,primary_link,80.2284818,13.0244507
,primary,80.1952693,12.9123854
,primary_link,80.2513174,13.0523801
,tertiary,80.2582994,13.1444301
,primary_link,80.2066346,12.9761665
Vadakkapattu main road,tertiary,80.1823393,12.9354392
,primary_link,80.1308831,13.0396998
Jawaharlal Nehru Road (100 Feet Road),primary,80.1985128,13.0930485
Jawaharlal Nehru Road (100 Feet Road),primary,80.1987468,13.0930149
Whites Road,secondary,80.2627486,13.0577758
,primary_link,80.2802805,13.1054795
Old Jail Road,primary,80.2820646,13.1054497
Mint Flyover,primary,80.2820369,13.105382
Mint Flyover,primary,80.2819677,13.1054576
Basin Bridge Road,primary,80.2774403,13.1049876
Mint Flyover,primary,80.2772529,13.1049883
Basin Bridge Road,primary,80.2768912,13.1047974
Mint Flyover,primary,80.2775312,13.1050713
Mint Flyover,primary,80.2819598,13.1053922
Erukkancheri High Road,tertiary,80.2666068,13.1099239
Erukkancheri High Road,tertiary,80.2691327,13.1071903
Vyasarpadi Flyover,primary,80.2639487,13.1130749
Vyasarpadi Flyover,primary,80.2684511,13.1079879
Vyasarpadi Flyover,primary,80.2690288,13.1073012
Basin Bridge,primary,80.2710929,13.1050779
Basin Bridge,primary,80.2710271,13.1050415
Basin Bridge,primary,80.2714728,13.104467
,primary,80.2708505,13.1043437
,primary,80.2711924,13.1043659
,primary,80.2714042,13.1044141
,primary,80.2711469,13.1044426
Basin Bridge,primary,80.2717072,13.1043329
Basin Bridge,primary,80.2709821,13.1053305
Basin Bridge,primary,80.2712443,13.1045201
Basin Bridge,primary,80.2731425,13.1038618
Basin Bridge,primary,80.2726184,13.1038517
Basin Bridge Road,primary,80.2734878,13.1038925
Vyasarpadi Flyover,primary,80.2656725,13.113977
Sathyamoorty Nagar Main Road,tertiary,80.2656726,13.1141203
Erukkancheri High Road,primary,80.2636549,13.1135249
Anna Arch Road,secondary_link,80.2185537,13.0750052
Anna Arch Flyover,secondary,80.2185394,13.0748996
Anna Arch Flyover,secondary,80.2178838,13.0775983
Anna Arch Flyover Ramp,secondary_link,80.2179621,13.0758599
Anna Salai (Mount Road),primary,80.2747056,13.0719588
,tertiary,80.137061,13.0368125
Perungudi Station Road,tertiary,80.2236295,12.9683229
,tertiary,80.278722,13.1286691
,primary_link,80.1936376,12.9486187
Semmozhi Salai,primary,80.1941101,12.9173229
,primary_link,80.1918002,12.91108
,tertiary,80.1668305,12.9814302
Gopathi Narayanaswami Road,secondary,80.2469772,13.0491993
Mahalingapuram Main Road,secondary,80.2372093,13.0581145
,secondary_link,80.221904,13.0091239
Nanganallur 4th Main Road,tertiary,80.1882386,12.9864957
Rukmani Lakshmipathi Road,tertiary,80.2612193,13.0729209
Rukmani Lakshmipathi Road,tertiary,80.2611099,13.0712493
,tertiary,80.2453961,13.0478914
2nd Avenue,secondary,80.2124429,13.0443017
,secondary_link,80.2091986,13.0352977
,secondary_link,80.2462767,13.0486304
Nanganallur 4th Main Road,tertiary,80.1884468,12.9830017
Burkit Road,secondary,80.2304109,13.0350262
,tertiary,80.192902,13.0376334
,primary_link,80.2023768,13.0719181
,secondary_link,80.2180554,13.0760246
,primary_link,80.2034662,12.9785453
,secondary_link,80.2208523,13.0740453
,secondary_link,80.2229797,13.0711607
,tertiary,80.1943295,13.0744239
,secondary_link,80.2185305,13.0015861
,primary_link,80.1988083,12.9806949
,tertiary,80.194784,13.0692552
Nanganallur Road,tertiary,80.1855455,12.9937882
,tertiary,80.2372698,12.943698
,tertiary,80.2414477,12.9516043
,tertiary,80.2377551,12.9489054
,tertiary,80.236981,12.9461481
,tertiary,80.1914605,13.0659028
Anna Salai (Mount Road),primary,80.267641,13.0657269
Montieth Road,secondary,80.2601255,13.0665644
,secondary,80.2604418,13.066532
,tertiary,80.227473,12.8895706
,tertiary,80.2264155,12.8701747
Old Trunk Road,tertiary,80.1537281,12.9725475
Old Trunk Road,tertiary,80.1535306,12.9723006
,tertiary,80.2569785,13.0458861
,tertiary,80.2373217,13.0798682
,primary_link,80.1916378,13.0741075
,tertiary,80.1666476,12.9815864
13th Main Road,tertiary,80.2004018,13.0870367
College Road,secondary,80.2477466,13.0679245
College Road,secondary,80.2514749,13.0673215
,secondary,80.2518807,13.0673469
,secondary_link,80.2549746,13.0674383
Gandhi Irwin Road,secondary,80.2633186,13.0781006
,primary_link,80.1628777,12.980061
,tertiary,80.1866583,12.9267482
1st Main Road,tertiary,80.2039608,13.1206445
,tertiary,80.2007118,13.11806
,tertiary,80.2297546,12.9160892
,primary_link,80.2420139,13.0526973
,primary,80.2298244,12.9171515
Pandian salai,tertiary,80.2485396,12.9495699
Pandian salai,tertiary,80.2487833,12.9495382
,primary_link,80.2526999,12.9387394
,tertiary,80.2440923,12.9579758
Marudupandi Street,tertiary,80.2146524,12.9892378
Velachery Bypass Road,primary,80.2183244,12.987429
Velachery Bypass Road,primary,80.2182983,12.9872854
,secondary_link,80.2568352,13.0011421
,secondary_link,80.2565789,13.0015953
,tertiary,80.2515902,12.9865507
,tertiary,80.2341317,12.9367876
70 Feet Road,secondary,80.2271665,13.0284037
Reddy Kuppam Road,secondary,80.2243631,13.0284035
,tertiary,80.202002,12.8803386
Rukmani Lakshmipathi Road,secondary,80.260193,13.0638777
Ethiraj Salai,secondary,80.2602115,13.0637768
,tertiary,80.2278937,12.8979166
,tertiary,80.230967,12.9250802
,tertiary,80.2310675,12.9265679
,secondary,80.2036461,13.1037999
,tertiary,80.2321928,12.9324746
Bazulla Flyover,tertiary,80.229516,13.0451796
Railway Border Road,tertiary,80.2294744,13.0452084
Sullivan Garden Road,secondary,80.2676365,13.0368163
Medavakkam Tank Road,secondary,80.2451619,13.0856484
Medavakkam Tank Road,secondary,80.2447212,13.0861936
,tertiary,80.2306133,12.923007
Santhome High Road,primary,80.2736556,13.0237866
Santhome High Road,primary,80.2739707,13.0240343
Santhome High Road,primary,80.2735553,13.0238233
Santhome High Road,primary,80.2722103,13.022825
Gandhi Mandapam Flyover,primary,80.2428757,13.0066016
Valluvar Road,secondary,80.1830844,13.0241328
Valluvar Road,secondary,80.1834168,13.0215764
Dr Ambedkar Road,secondary,80.2187458,13.0467597
,tertiary,80.1975219,12.9885941
,tertiary,80.1973173,12.9886613
Pilkington Road,tertiary,80.24043,13.1026433
Nookampalayam Road,tertiary,80.1977277,12.8940158
Nookampalayam Road,tertiary,80.1977612,12.8943523
,primary_link,80.2363159,12.9496391
Konnur High Road,secondary,80.2030665,13.1037051
SIDCO Industrial Road,tertiary,80.1992517,13.1032602
,tertiary,80.2298796,12.919109
,primary_link,80.2476619,13.0066597
,tertiary,80.185325,12.9891528
4th Avenue (Santhi Colony Road),tertiary,80.217808,13.0821773
4th Avenue (Santhi Colony Road),tertiary,80.2100982,13.0824526
Swami Sivananda Salai,secondary,80.2743746,13.0717936
,primary_link,80.2739583,13.0722422
Deputy Mayor Kabalamurthy Road,secondary,80.2744964,13.0715696
Balaji Nagar Main Road,tertiary,80.2041916,12.9786865
,tertiary,80.2297475,12.9179747
Sir Thyagaraya Road,secondary,80.2468172,13.0391271
Station Road,primary,80.2005058,13.0015169
,primary_link,80.2626935,13.0624721
General Patters Road,secondary,80.2676323,13.0654903
Mopparappan Street,tertiary,80.2370856,13.0317811
Mopparappan Street,tertiary,80.2369641,13.0341555
,secondary,80.2527726,12.9818778
Nookampalayam Link Road,tertiary,80.2110902,12.8795655
,primary_link,80.2315759,12.9297803
Perungudi station road,tertiary,80.2310906,12.9756064
,tertiary,80.2303971,13.0478002
,tertiary,80.2313784,12.9282648
Halls Road,secondary,80.2580748,13.0752085
,primary_link,80.2518245,12.9778666
,primary,80.2441689,13.1085888
,primary,80.2423005,13.1086934
,primary_link,80.2412538,12.8988985
,primary_link,80.2144,13.1311238
,tertiary,80.2144182,13.1307663
,tertiary,80.1500533,12.9696644
,tertiary,80.2696273,13.0206535
Taylors Road,tertiary,80.2375019,13.0803414
Taylors Road,tertiary,80.2375019,13.0803414
Santhome High Road,primary,80.2738735,13.0240671
Santhome High Road,primary,80.2752027,13.0258557
Strahans Road,secondary,80.2605066,13.0971437
Strahans Road,secondary,80.2605066,13.0971437
Ambedkar Kalloori Salai,secondary,80.2607865,13.1063601
,primary_link,80.251317,12.9883249
,secondary_link,80.2574399,13.0389562
,secondary,80.2318586,13.0407248
Doraiswamy Road,secondary,80.2317393,13.0405662
Wallajah Road,secondary,80.2783934,13.0647211
Wallajah Road,tertiary,80.2783915,13.0648674
,secondary,80.240283,13.0403606
Old Jail Road,primary,80.2840465,13.1050917
Old Jail Road,primary,80.2862631,13.104569
,primary_link,80.1957262,12.9866238
Velachery Main Road,secondary,80.2196467,12.9914776
Velachery Bypass Road,primary,80.2196467,12.9914776
,primary_link,80.2432111,13.0657719
Elcot SEZ Main road,tertiary,80.2183234,12.9023758
Panchayat Main Road,tertiary,80.242201,12.9653948
Kilpauk Garden Road,tertiary,80.2495103,13.0813548
Copper Beach Road,tertiary,80.2460943,12.8920917
East Coast Road,primary,80.2473747,12.8971781
Pantheon Road Flyover,secondary,80.2584729,13.0709678
,tertiary_link,80.1945986,13.0744508
Annasalai Street,tertiary,80.234078,13.031443
Netaji Subhash Chandra Bose Road,secondary,80.2838631,13.0883365
General Hospital Road,primary,80.2751566,13.0816211
Royapettah High Road,secondary,80.2638228,13.0523599
Alwarpet Flyover,secondary,80.2567322,13.0380885
Gandhi Mandapam Road,secondary,80.2403241,13.0069116
Sardar Patel Road,primary_link,80.2403241,13.0069116
Rajiv Gandhi Salai,primary,80.2504278,12.9736532
Peeliamman Koil Street,tertiary,80.2406319,12.9854059
Sardar Patel Road,primary,80.2428614,13.0067102
Pasumpon Muthuramalingar Thevar Salai,secondary,80.2457626,13.0295538
Kathipara Interchange Flyover,primary,80.2015108,13.0051251
Kathipara Interchange Flyover,primary,80.20395,13.0122444
Kathipara Interchange Flyover,primary,80.2038377,13.008284
PVK Koil Street,tertiary,80.2744494,13.0417812
PVK Koil Street,tertiary,80.2744133,13.0412325
General Hospital Road,primary,80.2747988,13.0815952
General Hospital Road,primary,80.2747888,13.0816988
General Hospital Road,primary,80.2750642,13.081602
Chennai - Ennore Expressway Road,primary,80.2996509,13.1431769
,primary_link,80.2453386,12.8842757
,tertiary,80.2522824,12.8910211
,primary_link,80.2504002,12.9145818
Ottiambakkam Road,tertiary,80.1838206,12.8925681
Chennai Port Entry Road,tertiary,80.3091548,13.1671974
,tertiary,80.1299109,12.9972011
Nelson Manickam Road,secondary,80.2276678,13.0671494
Nelson Manickam Road,secondary,80.2282336,13.0668892
Nelson Manickam Road,secondary,80.2282371,13.0669739
Nelson Manickam Road,secondary,80.2277555,13.0671885
Nelson Manickam Road,secondary,80.2353731,13.0635832
,tertiary,80.2973089,13.1348211
Mount - Medavakkam Road,primary,80.1960645,12.9822928
Mount - Medavakkam Road,primary,80.1954404,12.9811124
1st Main Road,tertiary,80.1952737,12.9814842
1st Main Road,tertiary,80.195227,12.9814808
Sakthi Srinivasan Salai Main Road,tertiary,80.2396375,12.9385391
Pallavaram - Thoraipakkam Road,primary,80.222387,12.9493795
Pallavaram - Thoraipakkam Road,primary,80.2258445,12.9495618
Pallavaram - Thoraipakkam Road,primary,80.2232985,12.9495281
Pallavaram - Thoraipakkam Road,primary,80.2234662,12.9495366
Grand Southern Trunk Road,primary,80.1892784,12.9961287
Jawaharlal Nehru Road (100 Feet Road),tertiary,80.2120573,13.0525483
,tertiary,80.2750457,13.1296006
,tertiary,80.273436,13.1306849
,tertiary,80.274651,13.1305914
,tertiary,80.2750457,13.1296006
Jawaharlal Nehru Road (100 Feet Road),primary,80.2117717,13.1290348
,tertiary,80.2788227,13.1413228
Pallavaram - Thoraipakkam Road,primary,80.2174218,12.9489103
Pallavaram - Thoraipakkam Road,primary,80.2179771,12.9489668
Pallavaram - Thoraipakkam Road,primary,80.218886,12.9491614
Pallavaram - Thoraipakkam Road,primary,80.2178047,12.9490504
Pallavaram - Thoraipakkam Road,primary,80.213282,12.948505
Pallavaram - Thoraipakkam Road,primary,80.2133947,12.9485172
Pallavaram - Thoraipakkam Road,primary,80.2133734,12.9486162
Pallavaram - Thoraipakkam Road,primary,80.2132758,12.9486079
,tertiary,80.1329607,13.0241303
,tertiary,80.1329642,13.0241929
Kodambakkam – Sriperumbudur Road,primary,80.1357251,13.0150542
Kodambakkam – Sriperumbudur Road,primary,80.1431668,13.019787
Mount - Medavakkam Road,primary,80.1869442,12.9571766
Mount - Medavakkam Road,primary,80.1881164,12.9646415
Mount - Medavakkam Road,primary,80.1886178,12.9659534
Mount - Medavakkam Road,primary,80.1938044,12.9775967
Velachery Main Road,primary,80.2162355,12.9639803
Velachery Main Road,primary,80.215942,12.9636715
Velachery Main Road,primary,80.2160923,12.9640611
Velachery Main Road,primary,80.2163197,12.9641632
Tiruvalluvar Street,tertiary,80.2551945,13.1363972
Tiruvalluvar Street,tertiary,80.2479149,13.1374221
Thirthangal Nadar College Road,tertiary,80.2555957,13.1367294
Thirthangal Nadar College Road,tertiary,80.2555862,13.1366446
VGN lakshmi Nagar Main Road,tertiary,80.1583146,13.0150754
VGN lakshmi Nagar Main Road,tertiary,80.1570973,13.0126839
North Avenue,tertiary,80.2532884,13.1341244
North Avenue,tertiary,80.253444,13.1341183
5th Main Road,tertiary,80.2492203,13.136871
5th Main Road,tertiary,80.2488397,13.1362238
,tertiary,80.2542703,13.1257158
,tertiary,80.2542439,13.1259052
Ethiraj Samy Salai,secondary,80.249851,13.1299869
Ethiraj Samy Salai,secondary,80.2499327,13.1294301
SIDCO Main Road,secondary,80.252541,13.1316583
SIDCO Main Road,secondary,80.2528967,13.1315238
Tondiarpet High Road,secondary,80.24979,13.1299869
Tondiarpet High Road,secondary,80.2531197,13.132053
Tondiarpet High Road,tertiary,80.24979,13.1299869
Tondiarpet High Road,secondary,80.2586686,13.1361009
Tondiarpet High Road,secondary,80.2668269,13.1303038
Tondiarpet High Road,secondary,80.2664063,13.1306275
,primary_link,80.2439942,13.1271428
Erukkancheri High Road,primary,80.2439902,13.1272334
Moolakadai Flyover,primary,80.2430437,13.1278516
Madhavaram High Road,tertiary,80.2424436,13.1294816
,primary_link,80.239082,13.1307685
Perambur Cross Road,primary,80.2414647,13.1269324
Perambur Cross Road,primary,80.2416056,13.1287581
,primary_link,80.2427477,13.1282579
Kaliamman Koil Street,secondary,80.198719,13.0658302
Kaliamman Koil Street,secondary,80.1960366,13.0608463
Kaliamman Koil Street,secondary,80.1955253,13.0598833
Kaliamman Koil Street,secondary,80.1921185,13.0490354
,tertiary,80.1986629,13.0660528
Nagerkoyil Sudalaimuthu Krishnan (NSK) Salai,primary,80.2118701,13.049848
NSK Salai,primary,80.21188,13.0499473
Mount - Medavakkam Road,primary,80.1986432,12.991606
Mount - Medavakkam Road,primary,80.1986432,12.991606
Mount - Medavakkam Road,primary,80.1964824,12.9830692
Inner Ring Road (Southern Sector),primary,80.2100797,12.9737895
Inner Ring Road (Southern Sector),primary,80.2099693,12.973591
Manali Road,secondary,80.2733468,13.1252088
Manali Road,secondary,80.2697279,13.1280814
Manali Road,secondary,80.26985,13.1279922
Manali Road,secondary,80.2699173,13.1278714
Manali Road,secondary,80.2691257,13.1285209
Manali Road,secondary,80.2696843,13.1280384
Manali Road,secondary,80.2715266,13.1266087
Kathivakkam High Road,secondary,80.277623,13.1241111
Enmore High Road,secondary,80.2765201,13.1193873
Vaidhyanathan Street,secondary,80.2849905,13.1283773
Vaidhyanathan Street,secondary,80.2843831,13.1284485
Vaidhyanathan Street,secondary,80.2849905,13.1283773
Vaidhyanathan Bridge,secondary,80.2814853,13.1282555
Vaidhyanathan Street,secondary,80.2787707,13.1286307
Vaidhyanathan Street,secondary,80.2787707,13.1286307
Suryanarayana Street,primary,80.2926141,13.1145196
Suryanarayana Street,primary,80.2943894,13.1240773
RBI Subway,primary,80.2892588,13.0857644
RBI Subway,primary,80.2891435,13.0848336
RBI Subway,primary,80.2892223,13.0848378
RBI Subway,primary,80.2893365,13.0858022
Jawaharlal Nehru Road (100 Feet Road),primary,80.1986874,13.0871089
Anna Arch Road,secondary,80.218053,13.0755997
Sterling Road,secondary_link,80.2361772,13.0642704
Haddows Road,primary,80.2472007,13.0613798
Uttamar Gandhi Salai,primary,80.2443437,13.0631695
Uttamar Gandhi Salai,primary,80.2443751,13.0632441
Valluvar Kottam High Road,secondary,80.2434815,13.0631801
,primary_link,80.2413662,13.0523092
Thirumalai Road,secondary,80.2408139,13.051942
Thirumalai Road,secondary,80.2395849,13.0463443
